POI_ID,Company_ID,Company_Name,HQ_Country,Service_Type,FY_Year,Total_Customers_To_POI,Active_Tourists,Avg_Customer_Rating,Revenue(USD),Marketing_Expenditure_USD,Avg_Booking_Value,Destinations_Preference_Index,Tech_Adaptability_index,Digital_Channel_Share,Customer_Retention,Avg_Trip_Cost_USD,Commission,CSR_Focus_index,Reviews,Booking_Platforms,POI_Name,Country,Region_type,POI_Latitude,POI_Longitude,POI_Type_Detailed,Time_To_Visit,Family_Friendly_Index,Transit_Time(in mins),Local_Transfer(USD),Accessebility_Value,Visitor_Volume(in thousands),Seasonality_Index,Food_Index,Operating_Hours,Safety_Index,Cost_of_POI,Connectivity_index,Common_Travel_Partner,Total_Visitors,Dominant_Age_Group,Origin_Country,Average_Sentiment_Score,Average_Rating,Avg_spend_per_head,Accesebility_index,Travel_mode,time_spent,Overall_experience,Engagement_Score,Family_Score,Profit_Margin,Revenue_Per_Customer,Marketing_ROI,POI_Category,Price_Tier,Digital_Adoption,Season_Category,Cluster,High_Performer
POI_00300,COMP_0028,Trafalgar Tours,United States,Hotel Chain,2024,354037,294424,8.0,346860.62,57684.66,8.0,5.8,5.4,0.58,0.51,780.76,404545.28,7.5,Professional service and attention to detail,TripAdvisor,Bangkok Art Gallery,Thailand,Urban,13.736924,100.535584,Art Gallery,April-June,5.9,41,Yes,5.0,3371.8,6.7,5.3,10:00 AM - 21:00 PM,4.8,360.29,4.6,Solo,1,65+,China,6.0,6.3,797.68,5.5,Train,96 hours,6.5,6.83,5.35,0.834,0.98,6.01,Urban/Entertainment,Luxury,Medium,Spring/Fall,1.0,0
POI_00301,COMP_0002,Hilton Worldwide,Indonesia,Tour Operator,2024,3924609,2866089,8.6,380464.55,49964.37,5.5,6.9,6.8,0.58,0.62,374.22,430428.92,4.8,Peaceful atmosphere perfect for relaxation and unwinding,TripAdvisor,Rome Beach Resort,Italy,Historical,41.876507,12.491127,Historical Monument,January-March,6.2,38,No,6.1,2791.5,5.2,6.1,24 Hours,3.8,386.71,6.1,Family,3,18-25,China,5.8,6.3,397.2,6.1,Flight,60 mins,6.4,6.93,5.0,0.869,0.1,7.61,Cultural/Heritage,Luxury,Medium,Winter,1.0,0
POI_00302,COMP_0013,Expedia Group,UAE,Resort,2021,4060202,3325492,6.2,228340.68,32983.55,5.6,4.9,4.2,0.86,0.49,1984.4,261324.23,3.3,Relaxing environment with modern amenities available,Expedia,London Adventure Park,United Kingdom,Historical,51.46527,-0.117424,Adventure Park,Winter Season,5.8,46,No,4.9,1880.0,8.4,3.9,9:00 AM - 22:00 PM,6.0,186.19,5.8,Friends,3,46-55,Japan,7.0,6.7,189.73,4.8,Bus,240 mins,6.4,6.53,5.9,0.856,0.06,6.92,Nature/Adventure,Mid-Range,High,Winter,1.0,0
POI_00303,COMP_0024,MSC Cruises,Spain,Hotel Chain,2023,1464898,1049047,6.6,402561.3,56986.73,6.3,5.8,5.2,0.88,0.41,2164.28,459548.03,4.9,Beautiful setting with convenient location access,Expedia,Paris Museum,France,Historical,48.872542,2.36467,Museum,April-June,4.9,25,No,6.1,34906.0,4.0,4.7,10:00 AM - 17:00 PM,5.2,61.58,5.2,Family,5,65+,France,7.7,7.1,462.75,5.2,Flight,90 mins,6.4,6.9,5.05,0.858,0.27,7.06,Cultural/Heritage,Budget,High,Spring/Fall,1.0,0
POI_00304,COMP_0015,Airbnb Inc,Turkey,Tour Operator,2023,442714,387387,9.8,352512.81,60699.78,9.6,5.8,8.4,0.33,0.73,2025.8,413212.59,7.4,Facility could use some updates and maintenance,TripAdvisor,New York Mountain Resort,United States,Urban,40.684732,-74.013111,Mountain Resort,October-December,7.4,15,Yes,8.3,2701.0,3.7,5.3,24 Hours,6.1,67.02,5.6,Friends,7,56-65,France,8.3,8.6,180.71,4.8,Car,240 mins,9.0,9.03,6.75,0.828,0.8,5.81,Nature/Adventure,Budget,Low,Year-Round,0.0,1
POI_00305,COMP_0008,Best Western,Thailand,Cruise Line,2021,965451,760748,9.2,71763.22,16008.45,6.9,6.4,4.9,0.72,0.84,502.86,87771.67,6.4,Beautiful setting with convenient location access,TripAdvisor,Rome Nature Park,Italy,Historical,41.878149,12.540454,Nature Park,January-March,7.5,52,Yes,6.6,30587.1,4.8,8.9,10:00 AM - 21:00 PM,9.4,201.18,7.9,Friends,3,56-65,China,9.0,9.6,389.43,5.8,Train,240 mins,10.0,9.4,8.45,0.777,0.07,4.48,Nature/Adventure,Mid-Range,Medium,Winter,0.0,1
POI_00306,COMP_0015,Airbnb Inc,Spain,Tour Operator,2023,10182747,7847034,9.3,293501.22,55989.3,8.0,7.2,8.5,0.74,0.81,1559.6,349490.52,7.4,Lovely place with authentic local experiences,TripAdvisor,New York Mountain Resort,United States,Urban,40.709269,-73.973926,Mountain Resort,July-September,7.8,66,Yes,4.8,1012.2,3.1,5.5,24 Hours,7.5,405.62,6.1,Family,4,26-35,China,8.4,8.5,387.37,5.2,Train,30 mins,7.9,8.53,7.65,0.809,0.03,5.24,Nature/Adventure,Luxury,Medium,Summer,0.0,0
POI_00307,COMP_0014,Booking Holdings,UAE,Resort,2024,9401097,6692805,6.9,133006.57,17336.62,5.0,6.1,5.3,0.46,0.57,409.28,150343.19,3.7,Peaceful atmosphere perfect for relaxation and unwinding,Airbnb,Bali Wildlife Sanctuary,Indonesia,Island,-8.354716,115.042845,Wildlife Sanctuary,April-June,4.9,113,No,8.9,87202.8,5.6,6.5,6:00 AM - 18:00 PM,8.1,70.15,5.8,Friends,5,36-45,Japan,9.5,9.4,721.47,5.2,Train,30 mins,10.0,8.8,6.5,0.87,0.01,7.67,Nature/Adventure,Budget,Low,Spring/Fall,0.0,1
POI_00308,COMP_0002,Hilton Worldwide,Indonesia,Cruise Line,2022,33436702,26065872,7.5,308239.63,56994.36,4.9,5.6,5.2,0.89,0.49,143.43,365233.99,5.6,Professional service and attention to detail,Booking.com,London Archaeological Site,United Kingdom,Historical,51.542277,-0.107194,Archaeological Site,Spring-Fall,5.0,107,No,6.3,39263.5,3.9,5.1,10:00 AM - 22:00 PM,7.4,69.87,8.0,Family,3,65+,United Kingdom,8.5,8.0,376.34,6.0,Flight,72 hours,8.6,8.2,6.2,0.815,0.01,5.41,Cultural/Heritage,Budget,High,Spring/Fall,0.0,0
POI_00309,COMP_0023,Norwegian Cruise Line,Italy,Hotel Chain,2022,5271456,3793348,9.5,84734.39,10632.73,3.1,5.6,7.3,0.75,0.59,1379.04,95367.12,9.2,Excellent staff and well-maintained property throughout,Expedia,Dubai Religious Site,UAE,Urban,25.219584,55.292007,Religious Site,October-December,3.6,113,No,4.2,806.1,6.3,5.9,8:00 AM - 19:00 PM,5.6,201.74,4.7,Couple,2,65+,Japan,6.2,6.7,456.83,5.3,Bus,120 mins,6.5,7.4,4.6,0.875,0.02,7.97,Cultural/Heritage,Mid-Range,Medium,Year-Round,1.0,0
POI_00310,COMP_0009,Radisson Hotel Group,Spain,Travel Agency,2021,1824665,1466506,6.5,84541.13,8507.21,3.1,4.4,6.5,0.78,0.61,1102.5,93048.34,3.7,Would definitely return for another visit soon,Booking.com,Bangkok Nature Park,Thailand,Urban,13.799491,100.479687,Nature Park,July-September,5.2,78,Yes,5.2,6164.0,6.6,7.5,8:00 AM - 18:00 PM,8.5,424.21,6.5,Couple,2,36-45,China,8.9,9.8,715.22,6.4,Flight,180 mins,9.1,8.17,6.85,0.899,0.05,9.94,Nature/Adventure,Luxury,Medium,Summer,0.0,0
POI_00311,COMP_0030,Insight Vacations,Japan,Cruise Line,2022,486078,380642,8.7,226916.21,30755.91,2.8,5.8,5.1,0.37,0.81,1220.12,257672.12,7.0,Amazing experience with exceptional service and beautiful facilities,Direct Website,Istanbul Cultural Center,Turkey,Historical,40.974364,29.018985,Cultural Center,January-March,4.7,111,No,7.1,9595.9,3.8,4.9,10:00 AM - 21:00 PM,7.1,148.88,6.3,Friends,6,65+,United Kingdom,8.6,8.1,417.28,7.3,Bus,60 mins,8.6,8.63,5.9,0.864,0.47,7.38,Cultural/Heritage,Mid-Range,Low,Winter,0.0,0
POI_00312,COMP_0002,Hilton Worldwide,United States,Travel Agency,2022,23660274,20336072,6.4,496631.58,67591.84,5.0,5.0,4.7,0.95,0.4,1379.84,564223.42,4.1,Facility could use some updates and maintenance,Direct Website,Sydney Scenic Viewpoint,Australia,Coastal,-33.908352,151.231327,Scenic Viewpoint,April-June,4.8,111,No,6.8,11957.6,4.5,7.6,8:00 AM - 21:00 PM,6.1,362.08,5.4,Solo,1,65+,Germany,9.3,8.7,413.72,7.1,Train,180 mins,8.2,7.97,5.45,0.864,0.02,7.35,Urban/Entertainment,Luxury,High,Spring/Fall,1.0,0
POI_00313,COMP_0003,IHG Hotels,Singapore,Resort,2020,1291417,1009804,9.5,411874.5,94716.09,9.4,5.6,8.5,0.53,0.81,2019.4,506590.59,6.7,Clean and comfortable with friendly staff members,Booking.com,Dubai Beach Resort,UAE,Urban,25.19585,55.243808,Art Gallery,Spring-Fall,6.9,38,No,5.8,1011.5,5.6,4.7,24 Hours,4.9,407.47,4.9,Solo,1,26-35,Canada,7.3,7.6,698.58,5.1,Flight,72 hours,8.3,8.37,5.9,0.77,0.32,4.35,Urban/Entertainment,Luxury,Medium,Spring/Fall,1.0,0
POI_00314,COMP_0027,Abercrombie & Kent,Australia,Tour Operator,2021,4863135,3540350,6.2,109854.41,13601.13,3.7,4.8,4.3,0.66,0.59,1145.64,123455.54,3.5,Peaceful atmosphere perfect for relaxation and unwinding,Booking.com,Paris Theme Park,France,Historical,48.820465,2.314931,Theme Park,Winter Season,6.6,87,No,6.0,10765.3,7.6,4.5,9:00 AM - 17:00 PM,4.6,266.29,5.5,Solo,1,65+,Japan,6.9,6.7,279.98,6.5,Train,72 hours,6.3,6.47,5.6,0.876,0.02,8.08,Urban/Entertainment,Mid-Range,Medium,Winter,1.0,0
POI_00315,COMP_0010,Minor Hotels,Spain,Resort,2023,22594158,17706542,9.8,384022.13,39853.76,5.4,7.8,7.7,0.41,0.75,499.2,423875.89,7.6,Disappointing considering the price point charged,TripAdvisor,Rome Shopping District,Italy,Historical,41.921388,12.529727,Shopping District,Winter Season,5.6,76,No,4.8,107.2,6.6,4.2,10:00 AM - 22:00 PM,4.5,357.38,6.1,Solo,1,56-65,France,7.6,7.0,610.77,3.7,Train,180 mins,7.5,8.3,5.05,0.896,0.02,9.64,Urban/Entertainment,Luxury,Low,Winter,1.0,0
POI_00316,COMP_0001,Marriott International,United Kingdom,Hotel Chain,2022,424928,345372,7.4,167599.86,27296.14,3.6,6.3,5.8,0.86,0.63,441.72,194896.0,6.0,Breathtaking views and stunning natural scenery,Expedia,Sydney Archaeological Site,Australia,Coastal,-33.860324,151.240923,Archaeological Site,January-March,6.9,19,Yes,9.0,2386.8,5.4,6.0,24 Hours,8.0,384.04,9.1,Friends,5,26-35,Germany,9.6,10.0,781.62,8.3,Cruise,240 mins,9.8,8.93,7.45,0.837,0.39,6.14,Cultural/Heritage,Luxury,High,Winter,0.0,1
POI_00317,COMP_0018,Thomas Cook,Australia,Travel Agency,2024,125765,100517,8.4,331556.86,60535.57,4.2,7.3,4.3,0.71,0.78,430.15,392092.43,4.9,Would definitely return for another visit soon,Booking.com,Dubai Theme Park,UAE,Urban,25.18313,55.220824,Theme Park,April-June,6.3,106,Yes,4.0,4236.1,6.9,4.5,24 Hours,5.7,78.59,4.9,Friends,7,36-45,China,6.6,6.5,301.52,3.6,Bus,96 hours,6.8,7.27,6.0,0.817,2.64,5.48,Urban/Entertainment,Budget,Medium,Spring/Fall,1.0,0
POI_00318,COMP_0025,Disney Cruise Line,Thailand,Resort,2022,2733677,2403763,7.6,387436.97,91805.6,3.3,3.9,7.1,0.7,0.69,1334.22,479242.57,6.1,Good value for money with comfortable accommodations,Booking.com,Dubai Religious Site,UAE,Urban,25.23718,55.231115,Religious Site,January-March,8.8,34,Yes,8.4,21704.0,4.5,6.9,10:00 AM - 21:00 PM,9.0,483.25,6.4,Couple,2,26-35,United States,9.6,9.8,436.66,6.7,Train,30 mins,9.5,8.9,8.9,0.763,0.14,4.22,Cultural/Heritage,Luxury,Medium,Winter,0.0,1
POI_00319,COMP_0008,Best Western,United States,Travel Agency,2023,922375,691201,8.3,283134.87,37401.89,4.3,6.5,6.6,0.6,0.68,161.45,320536.76,4.5,Excellent staff and well-maintained property throughout,Booking.com,Los Angeles Shopping District,United States,Urban,34.031015,-118.270099,Shopping District,January-March,4.6,24,No,4.5,1371.9,6.7,6.8,24 Hours,6.6,443.03,6.7,Solo,1,26-35,Canada,8.6,8.9,245.1,6.1,Bus,96 hours,8.6,8.5,5.6,0.868,0.31,7.57,Urban/Entertainment,Luxury,Medium,Winter,0.0,0
POI_00320,COMP_0027,Abercrombie & Kent,Spain,Travel Agency,2024,621297,535790,7.1,256333.35,47341.85,2.2,5.9,5.9,0.86,0.66,830.6,303675.2,3.6,Amazing experience with exceptional service and beautiful facilities,TripAdvisor,Sydney Beach Resort,Australia,Coastal,-33.893291,151.172003,Beach Resort,July-September,4.0,31,No,3.6,756.6,6.0,3.1,24 Hours,5.1,220.76,5.0,Couple,2,65+,Japan,6.3,6.2,319.36,4.0,Cruise,180 mins,6.5,6.63,4.55,0.815,0.41,5.41,Beach/Island,Mid-Range,High,Summer,1.0,0
POI_00321,COMP_0019,G Adventures,Japan,Resort,2022,6384102,5388383,8.7,436600.29,76408.87,4.4,8.2,4.6,0.46,0.8,254.46,513009.16,5.5,Would definitely return for another visit soon,Booking.com,New York Nature Park,United States,Urban,40.715314,-74.035701,Nature Park,January-March,7.0,76,Yes,4.3,35697.9,6.2,6.4,10:00 AM - 21:00 PM,5.2,369.58,6.8,Friends,3,26-35,China,7.7,7.8,333.07,6.5,Bus,180 mins,7.4,7.93,6.1,0.825,0.07,5.71,Nature/Adventure,Luxury,Low,Winter,1.0,0
POI_00322,COMP_0020,Intrepid Travel,Singapore,Resort,2024,3130483,2665945,8.7,401850.91,86349.24,7.2,5.7,6.1,0.45,0.82,1508.36,488200.15,7.2,Would definitely return for another visit soon,Expedia,Los Angeles Nature Park,United States,Urban,34.027381,-118.195597,Nature Park,April-June,7.6,23,No,5.0,4838.8,6.0,4.3,7:00 AM - 21:00 PM,7.9,56.28,7.3,Solo,1,65+,Australia,8.3,8.5,528.05,7.2,Bus,90 mins,8.2,8.4,7.75,0.785,0.13,4.65,Nature/Adventure,Budget,Low,Spring/Fall,0.0,0
POI_00323,COMP_0022,Royal Caribbean,Indonesia,Hotel Chain,2024,1937930,1616896,8.8,154501.11,24843.59,7.1,6.9,5.3,0.65,0.62,1654.95,179344.7,6.3,Beautiful setting with convenient location access,Booking.com,Rome Archaeological Site,Italy,Historical,41.886356,12.544002,Archaeological Site,Winter Season,6.3,76,No,8.8,1702.3,6.3,7.2,10:00 AM - 22:00 PM,9.4,361.94,6.0,Solo,1,46-55,United Kingdom,8.9,9.5,639.93,8.7,Bus,60 mins,9.7,9.13,7.85,0.839,0.08,6.22,Cultural/Heritage,Luxury,Medium,Winter,0.0,1
POI_00324,COMP_0017,TUI Group,Italy,Travel Agency,2024,3478851,2980253,7.1,202658.3,22163.66,6.6,4.9,6.2,0.93,0.64,1538.8,224821.96,4.2,Professional service and attention to detail,Booking.com,Istanbul Adventure Park,Turkey,Historical,40.976063,28.962175,Adventure Park,October-December,5.8,65,Yes,4.9,2157.3,3.1,6.2,24 Hours,5.8,184.4,7.3,Solo,1,56-65,China,8.1,7.7,700.44,5.8,Flight,120 mins,7.1,7.43,5.8,0.891,0.06,9.14,Nature/Adventure,Mid-Range,High,Year-Round,1.0,0
POI_00325,COMP_0013,Expedia Group,Spain,Hotel Chain,2023,1408423,1213730,7.9,357143.22,53479.53,7.2,5.1,7.3,0.9,0.69,2332.92,410622.75,4.5,Beautiful setting with convenient location access,Airbnb,Maldives Theme Park,Maldives,Island,3.227237,73.232645,Theme Park,April-June,6.6,97,Yes,6.7,2654.0,4.9,8.2,9:00 AM - 22:00 PM,8.5,299.52,6.2,Family,4,36-45,Australia,10.0,9.2,627.09,8.3,Car,180 mins,8.3,8.73,7.55,0.85,0.25,6.68,Urban/Entertainment,Mid-Range,High,Spring/Fall,0.0,1
POI_00326,COMP_0024,MSC Cruises,France,Tour Operator,2020,1277250,1024500,8.0,388321.32,86126.54,3.1,5.2,7.2,0.9,0.52,990.54,474447.86,7.8,Beautiful setting with convenient location access,Expedia,New York Archaeological Site,United States,Urban,40.715886,-74.050831,Archaeological Site,July-September,6.0,28,No,4.1,5683.6,4.8,5.0,10:00 AM - 21:00 PM,6.0,251.3,6.0,Friends,6,36-45,France,6.1,6.6,209.43,4.7,Car,96 hours,6.5,6.87,6.0,0.778,0.3,4.51,Cultural/Heritage,Mid-Range,High,Summer,1.0,0
POI_00327,COMP_0024,MSC Cruises,Indonesia,Hotel Chain,2024,8482153,7133560,9.8,432094.11,68058.96,8.0,8.2,6.1,0.91,0.65,1204.46,500153.07,5.2,Clean and comfortable with friendly staff members,Expedia,Sydney Scenic Viewpoint,Australia,Coastal,-33.852509,151.244554,Scenic Viewpoint,July-September,5.2,117,Yes,4.7,619.4,5.4,3.8,7:00 AM - 21:00 PM,6.9,372.05,6.4,Friends,6,36-45,United States,7.1,7.0,414.94,6.5,Bus,240 mins,7.6,8.17,6.05,0.842,0.05,6.35,Urban/Entertainment,Luxury,High,Summer,0.0,0
POI_00328,COMP_0002,Hilton Worldwide,Singapore,Travel Agency,2022,1195617,968189,6.7,97430.62,22002.57,2.9,5.8,5.1,0.72,0.51,2042.07,119433.19,6.1,Perfect destination for families with children,Direct Website,London Food Market,United Kingdom,Historical,51.495396,-0.132951,Food Market,April-June,6.7,62,Yes,5.6,3911.4,3.2,8.8,8:00 AM - 18:00 PM,8.2,392.32,6.5,Family,4,18-25,United States,9.4,9.9,259.64,5.0,Bus,120 hours,9.2,8.43,7.45,0.774,0.08,4.43,Urban/Entertainment,Luxury,Medium,Spring/Fall,0.0,0
POI_00329,COMP_0023,Norwegian Cruise Line,Spain,Resort,2021,688493,581828,8.7,161956.3,39081.47,3.3,6.1,8.2,0.33,0.81,1083.92,201037.77,7.3,Excellent staff and well-maintained property throughout,Direct Website,Phuket Mountain Resort,Thailand,Coastal,7.92655,98.366975,Mountain Resort,Spring-Fall,4.0,82,No,5.5,646.3,5.6,5.5,24 Hours,5.2,360.1,6.4,Solo,1,26-35,France,8.4,7.8,182.23,7.0,Flight,180 mins,8.1,8.4,4.6,0.759,0.24,4.14,Nature/Adventure,Luxury,Low,Spring/Fall,1.0,0
POI_00330,COMP_0002,Hilton Worldwide,Thailand,Resort,2020,19657350,15305692,7.2,248299.2,57602.23,2.9,3.6,5.6,0.98,0.53,1022.58,305901.43,4.9,Breathtaking views and stunning natural scenery,Booking.com,Phuket Mountain Resort,Thailand,Coastal,7.926619,98.432449,Mountain Resort,January-March,6.4,119,No,4.4,775.4,4.7,5.4,24 Hours,5.1,56.87,4.9,Couple,2,65+,United States,6.8,7.1,410.52,4.2,Flight,72 hours,7.6,7.2,5.75,0.768,0.01,4.31,Nature/Adventure,Budget,High,Winter,1.0,0
POI_00331,COMP_0011,NH Hotel Group,Thailand,Travel Agency,2023,516372,387276,8.0,341936.2,55682.76,2.8,6.7,6.4,0.59,0.6,948.0,397618.96,7.1,Professional service and attention to detail,Direct Website,Bali Cultural Center,Indonesia,Island,-8.318441,115.118576,Cultural Center,January-March,4.8,39,Yes,3.8,1188.9,4.9,6.2,24 Hours,4.3,490.1,6.4,Solo,1,56-65,France,6.5,6.4,219.1,4.2,Cruise,90 mins,6.3,6.93,4.55,0.837,0.66,6.14,Cultural/Heritage,Luxury,Medium,Winter,1.0,0
POI_00332,COMP_0009,Radisson Hotel Group,France,Resort,2022,2177123,1851475,7.8,141908.95,23103.38,5.1,5.2,6.2,1.0,0.59,341.51,165012.33,7.5,Beautiful setting with convenient location access,Booking.com,Bangkok Cultural Center,Thailand,Urban,13.724853,100.516968,Cultural Center,Spring-Fall,7.5,48,No,5.6,3966.1,6.8,8.6,10:00 AM - 17:00 PM,7.0,430.79,7.0,Family,4,26-35,Australia,8.3,8.9,398.48,6.8,Flight,120 hours,8.1,8.07,7.25,0.837,0.07,6.14,Cultural/Heritage,Luxury,High,Spring/Fall,0.0,0
POI_00333,COMP_0028,Trafalgar Tours,Indonesia,Tour Operator,2022,3657710,2648448,6.9,329598.78,68493.17,2.4,5.9,6.7,0.6,0.44,688.36,398091.95,5.2,Good value for money with comfortable accommodations,Airbnb,Bangkok Adventure Park,Thailand,Urban,13.73869,100.465425,Adventure Park,Year-Round,7.1,107,No,7.6,13498.6,5.6,6.7,9:00 AM - 21:00 PM,7.7,411.37,7.2,Friends,4,26-35,Japan,8.8,9.6,740.21,5.2,Bus,180 mins,9.9,8.53,7.4,0.792,0.09,4.81,Nature/Adventure,Luxury,Medium,Year-Round,0.0,0
POI_00334,COMP_0014,Booking Holdings,United States,Cruise Line,2023,4305192,3869791,6.4,354014.05,62424.75,3.0,3.4,3.8,0.33,0.47,677.74,416438.8,5.8,Clean and comfortable with friendly staff members,Expedia,London Shopping District,United Kingdom,Historical,51.523015,-0.089615,Shopping District,October-December,6.1,111,Yes,7.5,5723.5,4.8,5.0,8:00 AM - 20:00 PM,6.0,224.49,5.6,Family,3,56-65,United States,8.5,7.9,148.9,6.6,Train,90 mins,7.4,7.43,6.05,0.824,0.08,5.67,Urban/Entertainment,Mid-Range,Low,Year-Round,1.0,0
POI_00335,COMP_0016,TripAdvisor,Australia,Cruise Line,2022,2435905,1940555,9.4,205510.81,20766.32,9.3,8.2,5.9,0.68,0.89,504.48,226277.13,8.7,Lovely place with authentic local experiences,Airbnb,Bali Mountain Resort,Indonesia,Island,-8.31422,115.093308,Mountain Resort,Spring-Fall,8.0,16,No,6.1,3717.9,5.2,6.7,24 Hours,6.4,284.23,7.5,Family,4,26-35,France,9.1,8.7,702.86,5.0,Train,120 mins,8.6,9.03,7.2,0.899,0.08,9.9,Nature/Adventure,Mid-Range,Medium,Spring/Fall,0.0,1
POI_00336,COMP_0026,Celebrity Cruises,United Kingdom,Cruise Line,2020,19335989,16701922,7.6,299997.31,43110.86,4.1,6.9,3.8,0.52,0.52,147.73,343108.17,4.7,Would definitely return for another visit soon,TripAdvisor,Phuket Cultural Center,Thailand,Coastal,7.853705,98.437338,Cultural Center,October-December,5.4,16,Yes,5.7,5378.5,7.0,5.8,7:00 AM - 21:00 PM,7.8,431.79,6.0,Family,4,26-35,China,9.4,9.8,703.63,6.3,Flight,96 hours,10.0,9.0,6.6,0.856,0.02,6.96,Cultural/Heritage,Luxury,Medium,Year-Round,0.0,1
POI_00337,COMP_0027,Abercrombie & Kent,UAE,Travel Agency,2022,10603063,8467515,7.7,402422.64,47636.65,4.1,4.3,7.5,0.34,0.54,324.28,450059.29,5.0,Clean and comfortable with friendly staff members,Booking.com,Maldives Archaeological Site,Maldives,Island,3.213226,73.253416,Archaeological Site,Summer Season,4.9,42,No,5.9,102.3,6.4,6.6,9:00 AM - 21:00 PM,5.3,138.63,5.9,Family,3,46-55,United Kingdom,7.8,7.7,360.02,5.6,Car,120 mins,7.8,7.77,5.1,0.882,0.04,8.45,Cultural/Heritage,Mid-Range,Low,Summer,1.0,0
POI_00338,COMP_0003,IHG Hotels,Singapore,Tour Operator,2022,1369711,978120,8.5,125964.5,28731.42,8.0,5.1,7.7,0.68,0.53,1091.48,154695.92,8.3,Disappointing considering the price point charged,TripAdvisor,Istanbul Food Market,Turkey,Historical,41.028903,28.946148,Food Market,Spring-Fall,6.3,114,Yes,4.0,148.6,5.0,4.2,10:00 AM - 19:00 PM,4.4,196.48,4.6,Friends,6,65+,United Kingdom,7.0,7.0,200.68,3.5,Flight,120 hours,7.4,7.63,5.35,0.772,0.09,4.38,Urban/Entertainment,Mid-Range,Medium,Spring/Fall,1.0,0
POI_00339,COMP_0023,Norwegian Cruise Line,United States,Resort,2023,22490512,19833043,6.1,121945.89,24838.79,5.3,5.8,3.7,0.5,0.43,1125.96,146784.68,4.2,Beautiful setting with convenient location access,Direct Website,Phuket Cultural Center,Thailand,Coastal,7.896228,98.368681,Cultural Center,Winter Season,4.6,78,Yes,5.9,544.5,8.3,5.8,24 Hours,5.6,195.34,4.2,Family,3,36-45,France,6.0,6.0,620.83,4.5,Cruise,90 mins,5.5,5.87,5.1,0.796,0.01,4.91,Cultural/Heritage,Mid-Range,Low,Winter,1.0,0
POI_00340,COMP_0002,Hilton Worldwide,Australia,Tour Operator,2024,2045824,1638028,6.7,67915.15,9582.71,5.7,5.8,5.5,0.41,0.53,728.3,77497.86,3.6,Would definitely return for another visit soon,Airbnb,Barcelona Theme Park,Spain,Coastal,41.423435,2.172972,Theme Park,July-September,6.4,38,No,5.1,87271.9,6.5,6.3,24 Hours,5.6,146.64,5.4,Friends,4,26-35,Australia,6.8,7.3,620.33,4.6,Car,120 mins,7.2,6.9,6.0,0.859,0.03,7.09,Urban/Entertainment,Mid-Range,Low,Summer,1.0,0
POI_00341,COMP_0021,Carnival Corporation,United States,Hotel Chain,2020,1952223,1436483,9.8,204165.99,39638.89,5.6,9.5,5.6,0.83,0.63,1468.52,243804.88,9.7,Outstanding service exceeded our expectations completely,Airbnb,Dubai Religious Site,UAE,Urban,25.160193,55.272455,Religious Site,April-June,4.6,25,No,4.5,3370.8,3.8,5.0,7:00 AM - 21:00 PM,5.4,481.03,7.5,Friends,4,46-55,Germany,7.7,8.0,246.92,6.0,Train,120 mins,7.2,8.23,5.0,0.806,0.1,5.15,Cultural/Heritage,Luxury,High,Spring/Fall,1.0,0
POI_00342,COMP_0017,TUI Group,United States,Resort,2020,3228646,2865788,6.8,210181.0,25700.1,6.4,6.4,5.5,0.87,0.42,958.77,235881.1,4.5,Peaceful atmosphere perfect for relaxation and unwinding,TripAdvisor,New York Botanical Garden,United States,Urban,40.688272,-74.029675,Botanical Garden,Spring-Fall,5.8,114,No,4.6,694.4,6.9,5.0,24 Hours,7.5,202.54,5.4,Family,5,56-65,United States,7.9,8.2,561.2,6.4,Flight,240 mins,8.2,7.63,6.65,0.878,0.07,8.18,Urban/Entertainment,Mid-Range,High,Spring/Fall,0.0,0
POI_00343,COMP_0022,Royal Caribbean,United States,Cruise Line,2020,1098715,812321,8.4,261068.34,57471.8,3.9,5.5,6.9,0.72,0.71,676.8,318540.14,5.7,Peaceful atmosphere perfect for relaxation and unwinding,Booking.com,Tokyo Nature Park,Japan,Urban,35.666555,139.613997,Nature Park,Spring-Fall,4.5,65,No,7.1,1948.2,7.0,6.7,8:00 AM - 19:00 PM,7.5,236.68,7.3,Family,3,56-65,France,7.4,8.0,242.15,5.6,Flight,120 mins,8.6,8.13,6.0,0.78,0.24,4.54,Nature/Adventure,Mid-Range,Medium,Spring/Fall,0.0,0
POI_00344,COMP_0008,Best Western,United States,Tour Operator,2022,9921842,8698844,6.7,224063.26,25114.61,3.6,5.6,3.4,0.78,0.48,526.87,249177.87,3.5,Outstanding service exceeded our expectations completely,TripAdvisor,Sydney Mountain Resort,Australia,Coastal,-33.906082,151.166535,Mountain Resort,Year-Round,6.2,83,No,6.3,222.5,4.6,6.0,24 Hours,7.0,234.82,8.4,Family,4,65+,Canada,10.0,9.5,129.32,7.1,Flight,120 mins,9.7,8.8,6.6,0.888,0.02,8.92,Nature/Adventure,Mid-Range,Medium,Year-Round,0.0,1
