POI_ID,Common_Travel_Partner,Total_Visitors,Dominant_Age_Group,Origin_Country,Average_Sentiment_Score,Average_Rating,Reviews,Avg_spend_per_head,Accesebility_index,Travel_mode,time_spent,Overall_experience,  
POI_00884,Couple,2,36-45,France,9.9,9.5,Beautiful location but crowded,625.74,9.4,Cruise,60 mins,8.6,
POI_00885,Couple,2,46-55,Japan,7.2,7.8,Perfect for families,306.31,4.9,Cruise,120 mins,8,
POI_00886,Family,3,36-45,China,8.8,9.2,Excellent facilities and staff,657.58,6.7,Car,90 mins,8.6,
POI_00887,Couple,2,36-45,Japan,8.3,9,Unforgettable memories created,614.94,4.7,Car,96 hours,8.4,
POI_00888,Family,3,56-65,Australia,8.4,8.2,Unforgettable memories created,415.33,4.8,Flight,48 hours,7.9,
POI_00889,Family,3,18-25,China,9.3,8.9,Peaceful and relaxing atmosphere,595.99,7.9,Train,90 mins,8.2,
POI_00890,Family,5,36-45,China,9.7,9.9,Excellent facilities and staff,579.21,7.9,Train,60 mins,10,
POI_00891,Couple,2,36-45,China,8.8,8.7,Could be better maintained,311.06,7.1,Cruise,96 hours,8.5,
POI_00892,Couple,2,46-55,Japan,6.4,6.9,Peaceful and relaxing atmosphere,670.18,5.6,Bus,180 mins,6.5,
POI_00893,Family,5,36-45,United States,8,8.9,Unforgettable memories created,176.82,6,Cruise,120 mins,8.2,
POI_00894,Solo,1,36-45,Australia,10,9.7,Excellent facilities and staff,403.55,5.8,Bus,48 hours,10,
POI_00895,Couple,2,46-55,China,7.4,7.1,Could be better maintained,689.36,5.5,Flight,90 mins,6.8,
POI_00896,Friends,5,65+,Canada,7.6,8.3,Amazing experience with great service,716.64,4.7,Bus,240 mins,8.6,
POI_00897,Family,5,46-55,Japan,9.3,9.8,Highly recommended destination,122.07,7,Car,30 mins,10,
POI_00898,Family,5,26-35,Canada,7.6,7.4,Breathtaking views,639.01,5,Flight,120 mins,6.9,
POI_00899,Family,4,65+,France,9.3,9.9,Amazing experience with great service,382.35,9.8,Cruise,90 mins,10,
POI_00900,Solo,1,56-65,China,7.7,7.3,Perfect for families,290.15,6.4,Flight,180 mins,7.7,
POI_00901,Family,4,36-45,Canada,8.9,8.5,Unforgettable memories created,527.71,4.6,Train,240 mins,8.7,
POI_00902,Solo,1,46-55,China,8,8.3,Perfect for families,165.9,5.1,Car,120 mins,7.8,
POI_00903,Family,4,56-65,Germany,8.4,7.8,Amazing experience with great service,325.83,7.7,Car,180 mins,7.2,
POI_00904,Friends,5,26-35,France,7.1,6.7,Peaceful and relaxing atmosphere,192.51,3.6,Flight,120 mins,6.3,
POI_00905,Family,3,18-25,Germany,9,9.8,Good value for money,295.79,6.5,Flight,240 mins,10,
POI_00906,Friends,3,56-65,United States,9.1,9.7,Perfect for families,672.39,8.1,Car,90 mins,10,
POI_00907,Friends,5,18-25,China,6.1,6.2,Could be better maintained,300.63,3.4,Cruise,72 hours,6.7,
POI_00908,Friends,3,65+,Canada,6.4,6.1,Amazing experience with great service,509.44,3.3,Train,180 mins,6.5,
POI_00909,Family,5,56-65,Canada,8.9,8.9,Good value for money,261.55,7.4,Bus,180 mins,9.4,
POI_00910,Family,3,26-35,United Kingdom,7.7,8.2,Breathtaking views,730.15,6.1,Cruise,120 mins,8.6,
POI_00911,Family,3,56-65,Australia,9.8,9.4,Good value for money,672.51,5.9,Bus,120 mins,9.9,
POI_00912,Solo,1,56-65,Japan,7.8,8.6,Could be better maintained,510.12,6.9,Train,240 mins,9.3,
POI_00913,Couple,2,56-65,China,7.6,6.9,Unforgettable memories created,585.23,5.4,Cruise,240 mins,6.7,
POI_00914,Family,3,18-25,Australia,10,9.4,Highly recommended destination,262.46,9,Cruise,60 mins,8.7,
POI_00915,Solo,1,18-25,Germany,7.9,8.3,Unforgettable memories created,382.04,5.7,Bus,96 hours,9.1,
POI_00916,Family,5,26-35,Germany,10,9.9,Could be better maintained,406.39,8,Flight,30 mins,9.1,
POI_00917,Solo,1,65+,United States,6.7,6.4,Could be better maintained,401.87,3.3,Bus,240 mins,6.6,
POI_00918,Friends,5,18-25,China,6.4,6.3,Excellent facilities and staff,765.52,4.3,Car,180 mins,6.9,
POI_00919,Family,4,18-25,Japan,7.7,7.9,Beautiful location but crowded,120.61,6.9,Bus,240 mins,8.6,
POI_00920,Family,3,56-65,France,7.4,7.7,Unforgettable memories created,135.07,5.7,Flight,60 mins,7,
POI_00921,Couple,2,56-65,France,8.9,9.4,Could be better maintained,312.09,5.2,Bus,240 mins,9.7,
POI_00922,Couple,2,18-25,Germany,7.2,7.5,Unforgettable memories created,312.04,4.6,Car,48 hours,7,
POI_00923,Couple,2,56-65,Japan,7,7.2,Highly recommended destination,712.93,4.8,Car,120 mins,6.8,
POI_00924,Solo,1,65+,China,9.2,9.3,Perfect for families,386.1,8,Train,90 mins,8.7,
POI_00925,Solo,1,65+,Germany,8,8.3,Good value for money,579.63,7.5,Car,240 mins,8.1,
POI_00926,Couple,2,26-35,France,7.1,7.8,Excellent facilities and staff,688.08,7.1,Train,60 mins,7.5,
POI_00927,Solo,1,26-35,France,8.9,9.3,Amazing experience with great service,359.93,8.6,Train,60 mins,9.8,
POI_00928,Solo,1,26-35,Canada,6.3,6.6,Beautiful location but crowded,246.62,4.6,Bus,30 mins,6.7,
POI_00929,Solo,1,56-65,Australia,8.7,8.3,Beautiful location but crowded,613.04,4.2,Bus,240 mins,8.1,
POI_00930,Friends,3,65+,United Kingdom,5.6,6.2,Perfect for families,631.45,4.8,Cruise,120 mins,6.6,
POI_00931,Family,5,65+,Canada,7.9,7.8,Beautiful location but crowded,302.28,6.5,Train,120 mins,7.4,
POI_00932,Solo,1,46-55,France,7.7,7.1,Beautiful location but crowded,399.93,4.9,Bus,90 mins,6.7,
POI_00933,Family,4,56-65,Canada,8.4,7.8,Beautiful location but crowded,532.91,5.5,Car,120 hours,7.9,
POI_00934,Couple,2,26-35,United Kingdom,5.8,6.2,Perfect for families,458.56,4.5,Cruise,96 hours,5.9,
POI_00935,Family,4,36-45,Japan,8.2,9,Perfect for families,541.15,4.9,Bus,90 mins,8.4,
POI_00936,Couple,2,46-55,France,7.8,7.2,Amazing experience with great service,284.65,4.5,Train,60 mins,7.4,
POI_00937,Family,4,56-65,Germany,7.4,7.9,Good value for money,544.2,5.6,Cruise,180 mins,7.1,
POI_00938,Friends,3,18-25,Australia,7.8,8.5,Could be better maintained,509.68,5.3,Train,90 mins,7.9,
POI_00939,Friends,7,36-45,China,8.4,8.2,Could be better maintained,699.98,7.6,Train,240 mins,8.2,
POI_00940,Solo,1,46-55,Germany,9.3,8.8,Perfect for families,204.37,8.7,Cruise,180 mins,9.2,
POI_00941,Family,3,46-55,Germany,7.5,8.3,Excellent facilities and staff,239.89,5.8,Car,120 mins,7.7,
POI_00942,Friends,7,46-55,Australia,8,7.5,Could be better maintained,546.36,6.2,Flight,180 mins,6.9,
POI_00943,Family,3,56-65,Japan,6.9,6.8,Beautiful location but crowded,525.27,3.6,Flight,180 mins,6.7,
POI_00944,Couple,2,18-25,Australia,7.7,8.2,Peaceful and relaxing atmosphere,165.93,6.3,Bus,120 mins,8.6,
POI_00945,Family,3,18-25,Australia,8.7,8.2,Amazing experience with great service,554.02,6.6,Flight,60 mins,8.5,
POI_00946,Couple,2,26-35,United Kingdom,7,6.7,Good value for money,275.34,5.3,Car,60 mins,6.7,
POI_00947,Family,4,36-45,Germany,7.5,7.5,Good value for money,627.76,6.7,Train,90 mins,7.7,
POI_00948,Friends,7,18-25,Canada,6.5,6.6,Good value for money,275.23,5.8,Bus,24 hours,6.3,
POI_00949,Solo,1,26-35,Germany,8.7,9.1,Beautiful location but crowded,167.37,6.7,Bus,120 hours,9.3,
POI_00950,Solo,1,46-55,United States,6.5,7.2,Amazing experience with great service,571.72,6.2,Bus,120 mins,7.4,
POI_00951,Solo,1,65+,Australia,7.2,6.7,Could be better maintained,757.15,4.1,Flight,90 mins,7.2,
POI_00952,Friends,7,18-25,United States,8.9,8.8,Unforgettable memories created,356.2,7.3,Train,72 hours,8.5,
POI_00953,Couple,2,36-45,China,10,9.8,Excellent facilities and staff,220.06,8.6,Flight,96 hours,9.5,
POI_00954,Family,5,18-25,Canada,8.3,8.6,Amazing experience with great service,590.49,8,Train,120 mins,8.1,
POI_00955,Solo,1,36-45,Germany,9.5,9.4,Beautiful location but crowded,684.4,6.6,Bus,30 mins,9.6,
POI_00956,Friends,5,36-45,United Kingdom,9.7,9.5,Perfect for families,547.84,7.5,Cruise,90 mins,8.9,
POI_00957,Couple,2,26-35,Germany,10,9.7,Beautiful location but crowded,134.48,5.6,Flight,240 mins,9.3,
POI_00958,Couple,2,65+,France,9,8.3,Perfect for families,410.89,6,Bus,240 mins,8.3,
POI_00959,Family,5,65+,United Kingdom,8.7,9.1,Unforgettable memories created,515.42,5.8,Flight,240 mins,8.4,
POI_00960,Friends,4,36-45,United States,7,7.7,Unforgettable memories created,367.95,7,Bus,96 hours,7.8,
POI_00961,Family,5,56-65,Canada,8.4,8.1,Beautiful location but crowded,526.91,4.2,Car,240 mins,8.5,
POI_00962,Solo,1,65+,Japan,9.3,9.6,Highly recommended destination,786.37,6.2,Car,30 mins,8.7,
POI_00963,Friends,6,18-25,China,6.7,6.8,Highly recommended destination,722.81,6.7,Car,60 mins,7,
POI_00964,Couple,2,26-35,Germany,6.1,6.2,Amazing experience with great service,347.53,3.4,Train,240 mins,6.3,
POI_00965,Family,4,26-35,China,9.4,8.8,Excellent facilities and staff,119.12,4.4,Cruise,48 hours,8.4,
POI_00966,Friends,6,46-55,Canada,8.6,8.1,Perfect for families,162.75,5.3,Train,240 mins,7.4,
POI_00967,Couple,2,26-35,Canada,7,6.9,Excellent facilities and staff,183.35,3.6,Train,120 mins,7.3,
POI_00968,Family,4,26-35,Australia,6,6.5,Beautiful location but crowded,794.86,3.3,Cruise,240 mins,6.6,
POI_00969,Family,3,56-65,China,10,9.5,Unforgettable memories created,139.36,9.3,Bus,48 hours,8.9,
POI_00970,Family,3,36-45,United States,8.2,7.6,Breathtaking views,187.83,4,Car,30 mins,7.7,
POI_00971,Family,4,26-35,Canada,10,9.7,Breathtaking views,451.9,5.1,Bus,24 hours,9.2,
POI_00972,Solo,1,18-25,China,10,9.5,Could be better maintained,172.42,6.1,Train,180 mins,9.6,
POI_00973,Friends,4,18-25,China,8.8,8.1,Unforgettable memories created,160.49,7.9,Flight,180 mins,7.8,
POI_00974,Family,4,65+,Canada,8.3,8.1,Could be better maintained,773.06,8,Cruise,120 hours,8.4,
POI_00975,Family,5,46-55,United States,7.1,7.8,Could be better maintained,507.72,7.5,Car,90 mins,7,
POI_00976,Family,4,26-35,Germany,10,9.3,Highly recommended destination,492.64,7.8,Cruise,240 mins,8.6,
POI_00977,Couple,2,36-45,France,6.6,6.9,Beautiful location but crowded,749.89,5.8,Flight,240 mins,6.8,
POI_00978,Friends,5,36-45,Japan,6.6,6.2,Could be better maintained,437.86,4.3,Car,60 mins,6.2,
POI_00979,Friends,6,56-65,China,7.6,7.4,Good value for money,366.59,3.7,Flight,30 mins,7,
POI_00980,Friends,5,26-35,Australia,9.1,8.4,Beautiful location but crowded,450.52,6.9,Car,180 mins,8.6,
POI_00981,Family,4,18-25,Canada,6.6,6.9,Good value for money,283.7,5.5,Train,48 hours,7.2,
POI_00982,Friends,4,46-55,Australia,7.7,7.4,Highly recommended destination,639.67,4.7,Cruise,120 hours,7.3,
POI_00983,Friends,6,36-45,Japan,8.5,7.8,Good value for money,503.46,4.6,Car,180 mins,7.2,
POI_00984,Friends,6,56-65,Japan,6.3,6.2,Beautiful location but crowded,754.6,4.4,Cruise,48 hours,6.6,
POI_00985,Friends,6,46-55,Australia,9.7,9.3,Beautiful location but crowded,789.63,6,Train,30 mins,9.6,
POI_00986,Family,5,56-65,France,5.7,6.1,Amazing experience with great service,330.6,4.4,Cruise,120 mins,6.7,
POI_00987,Family,4,36-45,Germany,8,7.4,Unforgettable memories created,496.52,7,Cruise,96 hours,8,
POI_00988,Solo,1,56-65,China,7.6,7.9,Highly recommended destination,362.02,5.4,Bus,240 mins,8.6,
POI_00989,Friends,5,65+,China,9.8,9.3,Perfect for families,650.33,5.3,Flight,24 hours,9.3,
POI_00990,Solo,1,36-45,Japan,9.5,8.8,Excellent facilities and staff,399.88,4.7,Bus,90 mins,8.9,
POI_00991,Solo,1,36-45,Canada,6.1,6.2,Beautiful location but crowded,661.01,4.7,Cruise,90 mins,5.9,
POI_00992,Solo,1,18-25,Japan,6.6,6.4,Breathtaking views,510.86,3.7,Car,30 mins,6,
POI_00993,Family,4,18-25,United Kingdom,7.6,7.3,Unforgettable memories created,522.45,6,Car,180 mins,6.9,
POI_00994,Solo,1,56-65,China,8.7,8.6,Peaceful and relaxing atmosphere,718.44,6.2,Car,24 hours,8,
POI_00995,Couple,2,56-65,United Kingdom,9.5,9.1,Unforgettable memories created,683.62,7,Car,120 mins,9.1,
POI_00996,Couple,2,46-55,Germany,8.4,8.2,Breathtaking views,450.58,7.8,Flight,90 mins,8.9,
POI_00997,Friends,5,56-65,Germany,6.4,6.4,Peaceful and relaxing atmosphere,121.82,5.4,Car,60 mins,6.4,
POI_00998,Solo,1,46-55,China,7.4,7.7,Perfect for families,235.32,6.5,Cruise,120 mins,7.8,
POI_00999,Couple,2,65+,Japan,6.6,7.3,Amazing experience with great service,237.58,4.4,Cruise,30 mins,8,
POI_01000,Family,4,65+,United States,7.3,7.2,Good value for money,167.47,6.5,Flight,96 hours,7.9,
POI_01001,Solo,1,18-25,Australia,10,9.3,Good value for money,252.25,7.6,Flight,90 mins,10,
POI_01002,Couple,2,26-35,Germany,6.5,6.7,Unforgettable memories created,613.47,4.4,Car,120 mins,6.3,
POI_01003,Friends,5,36-45,Germany,9,8.7,Could be better maintained,108.32,7.1,Car,180 mins,8.8,
POI_01004,Solo,1,18-25,United Kingdom,8,7.8,Could be better maintained,116.24,7.7,Flight,60 mins,7.5,
POI_01005,Family,5,18-25,China,6.4,6,Breathtaking views,610.03,3.6,Train,30 mins,6.3,
POI_01006,Couple,2,18-25,Australia,7,6.5,Excellent facilities and staff,127.26,3.7,Flight,24 hours,6.3,
POI_01007,Couple,2,26-35,Japan,6.3,6.8,Amazing experience with great service,543.86,3.7,Cruise,30 mins,6.6,
POI_01008,Solo,1,46-55,Australia,8.9,8.2,Excellent facilities and staff,138.19,6,Car,180 mins,8.6,
POI_01009,Family,3,56-65,United Kingdom,7.8,7.7,Excellent facilities and staff,798.59,5.8,Cruise,72 hours,8.4,
POI_01010,Family,5,18-25,United Kingdom,6.6,6.3,Beautiful location but crowded,142.4,3.8,Train,30 mins,6.3,
POI_01011,Solo,1,18-25,Canada,8.1,8.7,Unforgettable memories created,281.63,6.3,Bus,90 mins,8.5,
POI_01012,Friends,5,56-65,Japan,6.5,7.2,Good value for money,402.22,5.7,Train,72 hours,6.7,
POI_01013,Friends,6,46-55,Germany,8.3,9.2,Breathtaking views,586.39,8.9,Train,72 hours,9,
POI_01014,Family,5,36-45,Australia,8.1,8.1,Excellent facilities and staff,347.98,6.3,Cruise,60 mins,7.5,
POI_01015,Friends,6,36-45,France,8.3,7.8,Good value for money,337.82,5.4,Bus,48 hours,8.3,
POI_01016,Couple,2,36-45,United Kingdom,6.6,7.1,Breathtaking views,221.13,4.2,Cruise,120 mins,7.5,
POI_01017,Friends,6,56-65,Germany,7.9,7.7,Excellent facilities and staff,520.01,6.7,Bus,72 hours,7,
POI_01018,Solo,1,18-25,United States,9.7,9.4,Perfect for families,416.77,7.6,Flight,72 hours,10,
POI_01019,Family,5,56-65,Canada,8.9,8.8,Could be better maintained,693.52,8.7,Car,48 hours,9.6,
POI_01020,Solo,1,56-65,Australia,9,9.3,Excellent facilities and staff,783.66,5.7,Cruise,180 mins,9.4,
POI_01021,Solo,1,26-35,Australia,6.2,6.3,Could be better maintained,431.93,4.5,Bus,96 hours,6,
POI_01022,Family,3,36-45,China,7.9,8.3,Perfect for families,791.93,5.3,Flight,60 mins,8.6,
POI_01023,Solo,1,36-45,Canada,7.5,7.8,Amazing experience with great service,137.77,5.9,Cruise,180 mins,8.3,
POI_01024,Family,3,26-35,United States,8.7,9.6,Good value for money,354.68,6.4,Car,90 mins,9.5,
POI_01025,Couple,2,56-65,United States,7.5,7.8,Unforgettable memories created,243.91,5,Flight,90 mins,7.7,
POI_01026,Friends,6,36-45,Japan,8.8,8.6,Highly recommended destination,550.11,6.8,Bus,120 mins,7.8,
POI_01027,Family,5,18-25,Canada,8.5,8.5,Beautiful location but crowded,519.66,7.2,Car,180 mins,9.2,
POI_01028,Couple,2,56-65,Germany,8.7,9.7,Beautiful location but crowded,783,6.5,Flight,24 hours,9.2,
POI_01029,Solo,1,56-65,China,8.9,8.6,Amazing experience with great service,466.97,5.9,Train,60 mins,7.9,
POI_01030,Solo,1,65+,China,9.6,9.3,Breathtaking views,199.11,8.1,Car,240 mins,9.6,
POI_01031,Solo,1,46-55,United Kingdom,6.4,6.6,Highly recommended destination,622.78,5.7,Flight,24 hours,7.1,
POI_01032,Couple,2,26-35,Japan,9.3,8.7,Good value for money,419.27,7.9,Train,96 hours,9.2,
POI_01033,Family,3,36-45,Germany,9.8,9.1,Highly recommended destination,238.08,7.9,Flight,240 mins,9.5,
POI_01034,Family,3,65+,United States,6.4,6.4,Unforgettable memories created,599.69,3.4,Bus,24 hours,6.7,
POI_01035,Family,3,65+,Canada,7.7,7.2,Perfect for families,677.01,4.6,Bus,90 mins,7.5,
POI_01036,Friends,3,46-55,Canada,6.1,6.6,Perfect for families,769.33,5.8,Bus,96 hours,7.2,
POI_01037,Couple,2,46-55,Japan,9.1,10,Amazing experience with great service,138.52,7.2,Bus,48 hours,9.5,
POI_01038,Family,5,26-35,United States,7.6,8.1,Could be better maintained,283.27,7.3,Bus,48 hours,8.1,
POI_01039,Friends,4,46-55,Australia,7.8,8.5,Excellent facilities and staff,401.01,6.6,Bus,240 mins,8.2,
POI_01040,Couple,2,56-65,Canada,7.6,7.4,Good value for money,211,5.8,Bus,120 mins,7.5,
POI_01041,Couple,2,56-65,France,6.2,6.6,Perfect for families,646.92,6,Car,48 hours,7.3,
POI_01042,Family,3,65+,Germany,9.8,9.2,Perfect for families,145.69,5.2,Bus,90 mins,8.5,
POI_01043,Couple,2,26-35,Canada,8.6,9.1,Unforgettable memories created,349.87,8.1,Bus,30 mins,9.4,
POI_01044,Friends,6,46-55,France,9.5,9.3,Beautiful location but crowded,191.28,5.7,Bus,120 mins,9.5,
POI_01045,Solo,1,36-45,Japan,6.2,6.1,Unforgettable memories created,336.49,4.2,Bus,180 mins,6.5,
POI_01046,Solo,1,36-45,United States,9.7,9.3,Good value for money,698.37,4.8,Cruise,180 mins,9.4,
POI_01047,Family,3,18-25,United States,7.5,6.9,Breathtaking views,495.95,3.9,Flight,90 mins,6.8,
POI_01048,Family,3,46-55,France,9.4,8.8,Good value for money,552.61,4.5,Cruise,96 hours,9.2,
POI_01049,Family,3,56-65,Canada,9.5,9.5,Perfect for families,525.08,9.2,Train,72 hours,9.3,
POI_01050,Family,4,36-45,United States,6,6.4,Highly recommended destination,310.19,6.3,Flight,240 mins,6.1,
POI_01051,Couple,2,18-25,Japan,7.7,7.6,Perfect for families,312.36,5.1,Car,30 mins,7.8,
POI_01052,Friends,3,65+,United Kingdom,7.3,7.7,Highly recommended destination,760.83,7,Flight,60 mins,8.1,
POI_01053,Solo,1,65+,Germany,10,9.5,Could be better maintained,383.14,8.8,Flight,30 mins,10,
POI_01054,Family,4,46-55,United States,8.4,8.6,Breathtaking views,488.98,4.8,Cruise,24 hours,8.5,
POI_01055,Family,4,65+,China,7.5,7.6,Unforgettable memories created,477.75,5.6,Car,180 mins,7.6,
POI_01056,Friends,7,26-35,Germany,8.6,9.1,Unforgettable memories created,504.95,6.3,Car,72 hours,9.6,
POI_01057,Solo,1,46-55,Australia,9.2,8.4,Good value for money,251.51,6.3,Train,30 mins,8.6,
POI_01058,Family,5,46-55,United States,6.8,7.3,Good value for money,523.41,7.3,Cruise,90 mins,6.8,
POI_01059,Friends,4,65+,Japan,7.7,7.4,Could be better maintained,792.37,3.7,Bus,180 mins,7.1,
POI_01060,Solo,1,18-25,United States,6.6,6.3,Amazing experience with great service,594.04,5.4,Car,30 mins,6.7,
POI_01061,Couple,2,46-55,Japan,8.5,8.8,Beautiful location but crowded,589.2,5.7,Car,120 mins,8.8,
POI_01062,Friends,3,26-35,China,7.5,7.9,Amazing experience with great service,473.22,5.1,Bus,60 mins,8,
POI_01063,Friends,3,18-25,United Kingdom,6.2,6.6,Good value for money,152.41,4.6,Flight,96 hours,7.1,
POI_01064,Solo,1,65+,China,7.6,7.7,Peaceful and relaxing atmosphere,735.46,5.9,Car,240 mins,7.8,
POI_01065,Friends,3,18-25,United States,9.4,9.1,Unforgettable memories created,544.14,8.1,Bus,180 mins,8.4,
POI_01066,Couple,2,36-45,Japan,7.5,8.1,Highly recommended destination,323.3,7.4,Cruise,60 mins,8.3,
POI_01067,Friends,5,36-45,France,6.4,6.8,Excellent facilities and staff,626.56,6.2,Bus,240 mins,6.3,
POI_01068,Friends,3,46-55,United Kingdom,7.4,6.9,Amazing experience with great service,330.1,3.5,Car,180 mins,6.7,
POI_01069,Solo,1,46-55,China,9.5,9.6,Highly recommended destination,339.6,5.8,Cruise,30 mins,9.8,
POI_01070,Friends,6,18-25,Japan,7.3,8.1,Perfect for families,601.31,4.5,Cruise,120 mins,8.5,
POI_01071,Friends,3,26-35,Germany,8.3,7.7,Amazing experience with great service,652.18,4.6,Cruise,30 mins,8.4,
POI_01072,Couple,2,56-65,China,8.8,8.1,Good value for money,165.46,6.3,Flight,30 mins,8.4,
POI_01073,Friends,3,18-25,Australia,6.6,7.1,Perfect for families,771.33,4.9,Bus,24 hours,7.1,
POI_01074,Friends,3,65+,United States,7.3,7.5,Could be better maintained,236.47,7.3,Flight,120 mins,7.6,
POI_01075,Family,4,65+,Canada,8.5,9.3,Amazing experience with great service,594.32,6,Bus,30 mins,8.8,
POI_01076,Solo,1,46-55,Australia,7.1,7.8,Perfect for families,552.61,6.4,Train,180 mins,7.2,
POI_01077,Couple,2,56-65,United States,9.3,9.2,Highly recommended destination,411.1,5.2,Bus,30 mins,9.9,
POI_01078,Solo,1,65+,Canada,9.1,9.3,Excellent facilities and staff,341.86,5.7,Bus,90 mins,9.8,
POI_01079,Friends,5,46-55,Germany,6.9,6.6,Amazing experience with great service,447.73,5.3,Bus,240 mins,7.1,
POI_01080,Friends,7,26-35,Canada,7.3,6.9,Beautiful location but crowded,391.52,6,Flight,60 mins,6.6,
POI_01081,Family,3,65+,Australia,6.7,6.3,Amazing experience with great service,740.2,4.3,Cruise,240 mins,6.6,
POI_01082,Friends,5,18-25,China,8.7,9.6,Beautiful location but crowded,329.02,6.8,Car,240 mins,9.6,
POI_01083,Couple,2,18-25,United Kingdom,7.2,6.9,Good value for money,141.67,4.6,Bus,240 mins,6.6,
POI_01084,Solo,1,56-65,United States,6.7,6.4,Good value for money,498.5,5.3,Train,60 mins,6.7,
POI_01085,Solo,1,56-65,France,8.1,7.9,Unforgettable memories created,593.92,5.5,Cruise,30 mins,7.2,
POI_01086,Friends,3,46-55,Canada,8.4,8.3,Good value for money,385.73,6.9,Flight,48 hours,9.1,
POI_01087,Solo,1,46-55,China,7.1,7.5,Unforgettable memories created,369.81,7,Train,60 mins,7.1,
POI_01088,Family,4,46-55,United States,10,9.8,Good value for money,741.58,6.6,Car,120 mins,9.7,
POI_01089,Family,5,46-55,China,8.2,7.9,Breathtaking views,107.17,5.1,Cruise,24 hours,7.4,
POI_01090,Friends,5,36-45,Canada,9.2,8.8,Perfect for families,281.48,8.1,Car,180 mins,9.6,
POI_01091,Friends,5,36-45,China,6.5,6.8,Could be better maintained,255.45,5.4,Car,180 mins,6.6,
POI_01092,Couple,2,36-45,Japan,7.2,7.3,Good value for money,691.53,6.3,Cruise,60 mins,7,
POI_01093,Friends,3,65+,Germany,7.3,6.7,Unforgettable memories created,315.56,4.9,Train,240 mins,6.4,
POI_01094,Couple,2,18-25,France,10,9.3,Good value for money,264.5,7.8,Train,180 mins,9.9,
POI_01095,Family,4,56-65,Canada,7.3,8.1,Highly recommended destination,652.69,5.1,Car,60 mins,8.6,
